,BVP_min,BVP_max,BVP_mean,BVP_std,TEMP_min,TEMP_max,TEMP_mean,TEMP_std,labels
0,448.0,583.0,511.1817258883249,21.641745091145886,29.65,37.38,33.311416243654826,0.7066802153053499,0.0
1,448.0,583.0,511.2539280283832,22.19574294995088,29.65,35.77,33.31560567663457,0.700873839252032,0.0
2,448.0,583.0,511.04002026342454,22.60872630241095,29.65,35.77,33.31076494427559,0.7026746905193585,0.0
3,448.0,583.0,511.06379746835444,22.888080206994143,29.65,35.77,33.313979746835436,0.703755060372526,0.0
4,448.0,583.0,511.17629179331306,23.073986318589924,29.65,35.77,33.33400202634245,0.7005886974946296,0.0
5,448.0,583.0,511.12316269640144,23.24557005349524,29.65,35.77,33.351424227065394,0.6935176882647478,0.0
6,469.0,569.0,511.2570993914807,23.227752547025606,29.65,35.77,33.358062880324546,0.7019233561226927,0.0
7,476.0,569.0,511.78723404255317,23.209688260344173,29.65,35.77,33.36452887537994,0.7018306782910135,0.0
8,479.0,569.0,511.919452887538,23.097385148847497,29.65,35.77,33.36520770010131,0.7055753152682895,0.0
9,479.0,569.0,511.5045592705167,22.68246908818404,29.65,35.13,33.36716818642351,0.7032032530390476,0.0
10,479.0,572.0,511.6666666666667,22.66797597164607,30.94,35.77,33.38575987841945,0.6988020341344738,0.0
11,479.0,572.0,511.55268490374874,22.541374031288647,29.97,35.77,33.381180344478224,0.6989027493977592,0.0
12,479.0,572.0,511.59726443768994,22.6065851346137,29.97,35.77,33.39164133738602,0.6993524925259555,0.0
13,479.0,572.0,511.1834769386721,22.41069250636192,29.97,35.77,33.3995995945261,0.6937052467810819,0.0
14,479.0,572.0,511.41227180527386,22.52658188534143,29.97,35.77,33.391323529411764,0.7042456033996819,0.0
15,479.0,573.0,511.63640973630834,22.828550597108777,29.97,35.77,33.38149594320487,0.7096050047697604,0.0
16,479.0,573.0,511.3024316109422,22.83560819612447,29.97,35.77,33.385192502532924,0.7058223131813081,0.0
17,479.0,573.0,511.446582278481,22.963056917451418,29.97,36.74,33.38497215189874,0.7125906947265876,0.0
18,479.0,573.0,511.4273417721519,22.944642022489134,29.97,36.74,33.38786835443038,0.7089481362302278,0.0
19,479.0,573.0,511.4729113924051,23.113725935596868,29.97,36.74,33.37254683544304,0.7113620828215781,0.0
20,479.0,573.0,511.1210739614995,22.979574695357712,29.97,36.74,33.36463525835867,0.7096380463376699,0.0
21,479.0,573.0,511.2719431760528,23.012733602215004,30.94,36.74,33.36785895484526,0.7102777624937457,0.0
22,479.0,573.0,511.2193515704154,22.788456418884603,30.94,36.74,33.366134751773046,0.7134902427402711,0.0
23,479.0,573.0,511.63539553752537,22.82237734899031,30.94,37.71,33.36119675456389,0.7292276015101721,0.0
24,479.0,573.0,511.568170299037,22.761084733438974,30.94,37.71,33.36354789660415,0.7252295449455671,0.0
25,479.0,570.0,511.4708565636087,22.38592418346569,31.26,37.71,33.38345666497719,0.7207124832705601,0.0
26,479.0,570.0,511.6700456158135,22.10949379497706,31.26,37.71,33.382473390775466,0.7246016356256929,0.0
27,479.0,570.0,511.48808920425745,21.895253244785646,31.26,37.71,33.387729346173344,0.7145858768481941,0.0
28,479.0,569.0,511.4754181449569,21.69472947300125,31.26,37.71,33.39424227065383,0.7154661285006857,0.0
29,479.0,569.0,511.93765838824123,21.680434575867135,31.26,37.71,33.402691332995445,0.7163725704878443,0.0
30,476.0,569.0,511.8290208016235,21.770554556336638,31.26,37.71,33.40634195839675,0.7145699517892017,0.0
31,476.0,569.0,511.71667511403956,21.74605209313397,31.26,37.71,33.41495184997466,0.7091894354742684,0.0
32,476.0,570.0,511.90932117527865,21.94134428879368,31.26,37.71,33.41237588652482,0.7092278437568283,0.0
33,476.0,570.0,511.65990876837304,22.136846180411563,31.26,34.8,33.41202230106437,0.7018601881004098,0.0
34,476.0,570.0,511.43537759756714,22.079413771583702,31.26,34.8,33.424429802331474,0.6945512668155636,0.0
35,476.0,570.0,511.33637284701115,22.16407334408591,30.94,34.8,33.40407801418439,0.701330381559387,0.0
36,476.0,573.0,511.52684903748735,22.448229306268875,30.94,34.8,33.4081560283688,0.6989914854832907,0.0
37,476.0,573.0,511.70719351570415,22.634704143269882,30.94,34.8,33.402922998986824,0.6992366536214971,0.0
38,476.0,573.0,511.6580547112462,22.72942040431103,30.94,34.8,33.39608409321175,0.7011124424001163,0.0
39,454.0,577.0,510.78285134449516,23.189235429062542,30.94,36.09,33.40050735667174,0.6979149849479439,0.0
40,454.0,577.0,511.16430020283974,23.393212651112556,30.94,36.09,33.400735294117645,0.6991038090885043,0.0
41,454.0,577.0,511.197261663286,23.943365712665,30.94,36.09,33.39814401622718,0.6967199396654621,0.0
42,454.0,577.0,510.9852941176471,24.386938448368866,30.94,36.09,33.41088235294118,0.6908891265889967,0.0
